id|song_name|artist|lyric|lyric_by_es
803|Dale dale|Homero Manzi|En las copas que enturbia la vida consejos amargos tu labio bebió, y en el teatro de todos los días payaso de sombra tu mueca pintó. Tras el turbio color de tus ojos se crispan rencores de amor y fracaso y el destino que empuja tus pasos te borra las sendas del bien y del mal.¡Dale! ¡Dale! ¡Dale! en tu afán sin ton ni son, que en el vaivén de los males se engañará tu rencor! Rencor de pruebas fatales que aguantó tu corazón... ¡Dale! ¡Dale! ¡Dale! en tu afán sin ton ni son!Te descubro detrás de cien caras, tu drama no es tuyo, ni es nuevo tu rol. Sos la vieja macchietta lograda con muchos fracasos de ensueños y amor. Sos el viejo muñeco con alma que cruza las horas sin sol y sin suerte y que espera la paz de la muerte buscando el alivio sin luz de un rincón.|En las copas que enturbia la vida consejos amargos tu labio bebió, y en el teatro de todos los días payaso de sombra tu mueca pintó. Tras el turbio color de tus ojos se crispan rencores de amor y fracaso y el destino que empuja tus pasos te borra las sendas del bien y del mal.<>¡Dale! ¡Dale! ¡Dale! en tu afán sin ton ni son, que en el vaivén de los males se engañará tu rencor! Rencor de pruebas fatales que aguantó tu corazón... ¡Dale! ¡Dale! ¡Dale! en tu afán sin ton ni son!<>Te descubro detrás de cien caras, tu drama no es tuyo, ni es nuevo tu rol. Sos la vieja macchietta lograda con muchos fracasos de ensueños y amor. Sos el viejo muñeco con alma que cruza las horas sin sol y sin suerte y que espera la paz de la muerte buscando el alivio sin luz de un rincón.<>
804|Mariana|Homero Manzi|Mariana se fue del barrio con traje largo color champán. La han visto bailar el tango todas las noches de Carnaval. Mariana largó el suburbio y dicen que anda por ái fumando tabaco rubio y bailando sin parar.¿Qué hacés, Mariana? ¿No extrañas tu pasado? ¿No añorás las mañanas de tu pobre arrabal? ¿No sabés que Servando, cuando sale la luna, se la pasa esperando por si un día retornás?Mariana lleva flequillo y usa las uñas color rubí, las manos llenas de brillo como la manda la "dernier cri". Mariana se llama Lola, y dicen que es muy feliz porque usa traje con cola y tapao de "petit-gris".¿Qué hacés, Mariana? Te alejaste del todo, y el suburbio a su modo ya también te olvido. Hasta el mismo Servando se casó con Prudencia y no llora tu ausencia ni se acuerda más de vos.Mariana lleva melena y a veces llora si no la ven. La gente de la verbena dice que es triste como un ciprés. Mariana se llama Lola, y dicen que no es feliz aunque usa traje con cola y tapao de "petit-gris".|Mariana se fue del barrio con traje largo color champán. La han visto bailar el tango todas las noches de Carnaval. Mariana largó el suburbio y dicen que anda por ái fumando tabaco rubio y bailando sin parar.<>¿Qué hacés, Mariana? ¿No extrañas tu pasado? ¿No añorás las mañanas de tu pobre arrabal? ¿No sabés que Servando, cuando sale la luna, se la pasa esperando por si un día retornás?<>Mariana lleva flequillo y usa las uñas color rubí, las manos llenas de brillo como la manda la "dernier cri". Mariana se llama Lola, y dicen que es muy feliz porque usa traje con cola y tapao de "petit-gris".<>¿Qué hacés, Mariana? Te alejaste del todo, y el suburbio a su modo ya también te olvido. Hasta el mismo Servando se casó con Prudencia y no llora tu ausencia ni se acuerda más de vos.<>Mariana lleva melena y a veces llora si no la ven. La gente de la verbena dice que es triste como un ciprés. Mariana se llama Lola, y dicen que no es feliz aunque usa traje con cola y tapao de "petit-gris".<>
805|Arrabalera|Cátulo Castillo|Mi casa fue un corralón de arrabal bien proletario, papel de diario el pañal, del cajón en que me crié... Para mostrar mi blasón, pedigree modesto y sano. ¡Oiga, che!... ¡Presénteme... ¡Soy Felisa Roverano, tanto gusto, no hay de que!...¡Arrabelera, como flor de enredadera que creció en el callejón! ¡Arrabalera, yo soy propia hermana entera de Chiclana y compadrón!... Si me gano el morfi diario, qué me importa el diccionario ni el hablar con distinción. Levo un sello de nobleza, soy porteña de una pieza, tengo voz de bandoneón.Si se le da la ocasión, de bailar un tango arrespe, encrespe su corazón, de varón sentimental. Y al revolear mi percal, márqueme su firulete, que en el brete musical se conoce, la gran siete, mi prosapia de arrabal.|Mi casa fue un corralón de arrabal bien proletario, papel de diario el pañal, del cajón en que me crié... Para mostrar mi blasón, pedigree modesto y sano. ¡Oiga, che!... ¡Presénteme... ¡Soy Felisa Roverano, tanto gusto, no hay de que!...<>¡Arrabelera, como flor de enredadera que creció en el callejón! ¡Arrabalera, yo soy propia hermana entera de Chiclana y compadrón!... Si me gano el morfi diario, qué me importa el diccionario ni el hablar con distinción. Levo un sello de nobleza, soy porteña de una pieza, tengo voz de bandoneón.<>Si se le da la ocasión, de bailar un tango arrespe, encrespe su corazón, de varón sentimental. Y al revolear mi percal, márqueme su firulete, que en el brete musical se conoce, la gran siete, mi prosapia de arrabal.<>
806|Cuando Siento Una Guitarra|Antonio Molina|Cuando siento una guitarra, Cuando siento una guitarra, Me dan ganas de llorar, Por que me acuerdo de España, Por que me acuerdo de España, La tierra por mi soñá,Bellos jardines en flores, Son tus mejores raudales, Y el sol se asoma por verlos, En sus rayos ardorosos, Le manda el oro a raudalesY en la noche clara, Hasta el cielo canta, Y en una garganta, Yo creo escuchar, Palabras de amores, Muy junto a una reja, Suspiros y quejas, Y un beso al chocar,Ay mi España, tierra querida, Aunque no te conozco, Te quiero más que a mi vida, Y eres orgullo del mundo entero Y por eso yo te quiero Por que tu has sío, La mare mía.|Cuando siento una guitarra, Cuando siento una guitarra, Me dan ganas de llorar, Por que me acuerdo de España, Por que me acuerdo de España, La tierra por mi soñá,<>Bellos jardines en flores, Son tus mejores raudales, Y el sol se asoma por verlos, En sus rayos ardorosos, Le manda el oro a raudales<>Y en la noche clara, Hasta el cielo canta, Y en una garganta, Yo creo escuchar, Palabras de amores, Muy junto a una reja, Suspiros y quejas, Y un beso al chocar,<>Ay mi España, tierra querida, Aunque no te conozco, Te quiero más que a mi vida, Y eres orgullo del mundo entero Y por eso yo te quiero Por que tu has sío, La mare mía.<>
807|Hoy|BajoFondo|leyó otra vez, casi sin ver envuelto en una densa nube de emoción perdió su olor… y aquél sabor de las mañanas, de una vida que venció… HOY HOY HOYleyó otra vez, y camino bajo esa puta lluvia que no deja de golpear y la sintió… que va a sentir mientras las lagrimas brotaban a granel leyó otra vez, se sorprendió buscando auxilio un remedio compasión y en un café se refugio y afuera el mundo continuaba sin razónhoy no supo y no es grupo esta roto por adentro fue tan bruta la sentencia esa clínica evidencia ella ahora esta ahí… y ahí palmo en esa zona a donde arruga hasta el dolor y es que además… no puede ver porque? el futuro hoy se le desmorono y el vidrio intenta desempañar como si así fuera a borrar su maldiciónleyó otra vez, se dijo adiós en adelante solo habría despedidas hoy no supo y no es grupo esta roto por adentro fue tan bruta la sentencia esa clínica evidencia|leyó otra vez, casi sin ver envuelto en una densa nube de emoción perdió su olor… y aquél sabor de las mañanas, de una vida que venció… HOY HOY HOY<>leyó otra vez, y camino bajo esa puta lluvia que no deja de golpear y la sintió… que va a sentir mientras las lagrimas brotaban a granel leyó otra vez, se sorprendió buscando auxilio un remedio compasión y en un café se refugio y afuera el mundo continuaba sin razón<>hoy no supo y no es grupo esta roto por adentro fue tan bruta la sentencia esa clínica evidencia ella ahora esta ahí… y ahí palmo en esa zona a donde arruga hasta el dolor y es que además… no puede ver porque? el futuro hoy se le desmorono y el vidrio intenta desempañar como si así fuera a borrar su maldición<>leyó otra vez, se dijo adiós en adelante solo habría despedidas hoy no supo y no es grupo esta roto por adentro fue tan bruta la sentencia esa clínica evidencia<>
808|Esperame En El Cielo|Carlos Gardel|Espérame en el cielo, corazón, Si es que te vas primero. Espérame que pronto yo me iré Allí donde tú estés. Espérame en el cielo, corazón, Si es que te vas primero. Espérame que pronto yo me iré Para empezar de nuevo.Nuestro amor es tan grande Y tan grande que nunca termina. Y esta vida es tan corta y no alcanza Para nuestro idilio. Por eso yo te pido corazón Me esperes en el cielo Que allí entre nubes de algodón Haremos nuestro nido.|Espérame en el cielo, corazón, Si es que te vas primero. Espérame que pronto yo me iré Allí donde tú estés. Espérame en el cielo, corazón, Si es que te vas primero. Espérame que pronto yo me iré Para empezar de nuevo.<>Nuestro amor es tan grande Y tan grande que nunca termina. Y esta vida es tan corta y no alcanza Para nuestro idilio. Por eso yo te pido corazón Me esperes en el cielo Que allí entre nubes de algodón Haremos nuestro nido.<>
809|Aquella Cantina de La Ribera|Carlos Gardel|Brillando en las noches del puerto, desierto Como un viejo faro, la cantina esta Llamando a las almas que no tienen puerto Porque han olvidado las rutas del marComo el mar, el humo de nieblas la viste Y envuelta en la gama doliente del gris Parece una tela, muy rara y muy triste Que hubiera pintado Quinquela MartínRubias mujeres de ojos de estepa Lobos noruegos de piel azul Negros grumetes de la Jamaica Hombres de cobre de SingapurTodas las pobres barcas sin rumbo Que hacia las playas arroja el mar Bajo los cuatro vientos del mundo Y en la tormenta de una Jazz BandPero hay en las noches de aquella cantina Como un pincelazo de azul en el gris La alegre figura de una ragazzina Más brava y ardiente que el ron y que el ginMás brava cien veces que el mar y que el viento Porque en toda ella como un fuego son El vino de Capri y el Sol de Sorrento Que quema en sus ojos y embriaga en su vozCuando al doliente compás de un tango La ragazzina suele cantar Sacude el alma de la cantina Como una torva racha del marY es porque saben aquellos lobos Que hay en el fondo de su canción Todo el peligro de las borrascas Para la nave del corazón|Brillando en las noches del puerto, desierto Como un viejo faro, la cantina esta Llamando a las almas que no tienen puerto Porque han olvidado las rutas del mar<>Como el mar, el humo de nieblas la viste Y envuelta en la gama doliente del gris Parece una tela, muy rara y muy triste Que hubiera pintado Quinquela Martín<>Rubias mujeres de ojos de estepa Lobos noruegos de piel azul Negros grumetes de la Jamaica Hombres de cobre de Singapur<>Todas las pobres barcas sin rumbo Que hacia las playas arroja el mar Bajo los cuatro vientos del mundo Y en la tormenta de una Jazz Band<>Pero hay en las noches de aquella cantina Como un pincelazo de azul en el gris La alegre figura de una ragazzina Más brava y ardiente que el ron y que el gin<>Más brava cien veces que el mar y que el viento Porque en toda ella como un fuego son El vino de Capri y el Sol de Sorrento Que quema en sus ojos y embriaga en su voz<>Cuando al doliente compás de un tango La ragazzina suele cantar Sacude el alma de la cantina Como una torva racha del mar<>Y es porque saben aquellos lobos Que hay en el fondo de su canción Todo el peligro de las borrascas Para la nave del corazón<>
810|Canción de Gigollette (La Danza de Las Libélulas)|Carlos Gardel|En nuestro ser, vibra el creer Cual el curtido hombre que no sabe padecer Con él está nuestra ilusión Con él sufrimos todos con resignaciónCuando la noche cede, corre y luego el día Con alegría, buscamos, ¡ah! En la guarida donde somos, penetró la luz Donde gozamos de la orgía el frenesíDe noche la invita el afán ¡Oh gigolette! ¡Oh gigolette! Su último tango quizá El bailará El bailaráY mientras da el salto a tu pie La postre traidora un puñal Du... Dulce mirar No le neguéis, lanza tú por élSu último tango quizás El bailará El bailaráY mientras da el salto a tu pie La postre traidora un puñal Du... Dulce mirar No le neguéis y lanza tú por él|En nuestro ser, vibra el creer Cual el curtido hombre que no sabe padecer Con él está nuestra ilusión Con él sufrimos todos con resignación<>Cuando la noche cede, corre y luego el día Con alegría, buscamos, ¡ah! En la guarida donde somos, penetró la luz Donde gozamos de la orgía el frenesí<>De noche la invita el afán ¡Oh gigolette! ¡Oh gigolette! Su último tango quizá El bailará El bailará<>Y mientras da el salto a tu pie La postre traidora un puñal Du... Dulce mirar No le neguéis, lanza tú por él<>Su último tango quizás El bailará El bailará<>Y mientras da el salto a tu pie La postre traidora un puñal Du... Dulce mirar No le neguéis y lanza tú por él<>
811|Copetín, Vos Sos Mi Hermano|Carlos Gardel|Copetín, vos sos mi hermano Vos sos quien me hace olvidar Unos ojos soñadores Que aun llorando eran traidores Pues mentían su pesarYo pensé que ella sería Mujercita cual soñé La alegría en mis tristezas El valor en mis flaquezas Y mi alma le entreguéUna noche un buen amigo Fue y me dijo, no te fíes Y pensando en mi desgracia Al amigo di las gracias Y apuré el cáliz de hielFui zorzal para cantarla La hice reina del bulín Y el deseo de olvidarla Con el ansia de matarla Me lo ahoga el copetínMás la vida es justiciera Y a la ingrata la he de ver Como yo, triste y llorando Y por la vida arrastrando Sus orgullos de mujerVivo solo y convencido Que si voy buscando amor Hallare mi nido amado En el hueco que ha dejado Una copa de licorCopetín, vos sos mi hermano Vos sos quien me hace olvidar Unos ojos soñadores Que aun llorando eran traidores Pues mentían su pesarYo pensé que ella sería Mujercita cual soñé La alegría en mis tristezas El valor en mis flaquezas Y mi alma le entregué|Copetín, vos sos mi hermano Vos sos quien me hace olvidar Unos ojos soñadores Que aun llorando eran traidores Pues mentían su pesar<>Yo pensé que ella sería Mujercita cual soñé La alegría en mis tristezas El valor en mis flaquezas Y mi alma le entregué<>Una noche un buen amigo Fue y me dijo, no te fíes Y pensando en mi desgracia Al amigo di las gracias Y apuré el cáliz de hiel<>Fui zorzal para cantarla La hice reina del bulín Y el deseo de olvidarla Con el ansia de matarla Me lo ahoga el copetín<>Más la vida es justiciera Y a la ingrata la he de ver Como yo, triste y llorando Y por la vida arrastrando Sus orgullos de mujer<>Vivo solo y convencido Que si voy buscando amor Hallare mi nido amado En el hueco que ha dejado Una copa de licor<>Copetín, vos sos mi hermano Vos sos quien me hace olvidar Unos ojos soñadores Que aun llorando eran traidores Pues mentían su pesar<>Yo pensé que ella sería Mujercita cual soñé La alegría en mis tristezas El valor en mis flaquezas Y mi alma le entregué<>
812|Mañanita de Sol|Carlos Gardel|Caballito campero Oigo tu galopar Más veloz que el pampero El gaucho que quiero Está por llegarCielito azul Rayito e'Sol Florida aurora Ave canora Eso sos vos Noche sin luz Árbol sin flor Pájaro herido Lejos del nido Eso soy yoFlorecen las ilusiones En la mitad de un remanso Juntemos los corazonesCaminito del campo Que sabés mi pasión Interrumpe tu siesta Porque está de fiesta Hoy mi corazón|Caballito campero Oigo tu galopar Más veloz que el pampero El gaucho que quiero Está por llegar<>Cielito azul Rayito e'Sol Florida aurora Ave canora Eso sos vos Noche sin luz Árbol sin flor Pájaro herido Lejos del nido Eso soy yo<>Florecen las ilusiones En la mitad de un remanso Juntemos los corazones<>Caminito del campo Que sabés mi pasión Interrumpe tu siesta Porque está de fiesta Hoy mi corazón<>
813|Misa de Once|Carlos Gardel|Entonces tú tenías dieciocho primaveras Yo veinte y el tesoro preciado de cantar En un colegio adusto vivías prisionera Y solo los domingos salías a pasearDel brazo de la abuela, llegabas a la misa Airosa y deslumbrante de gracia juvenil Y yo te saludaba con mi mejor sonrisa Que tú correspondías con ademán gentilVoces de bronce Llamando a misa de once Cuantas promesas galanas Cantaron graves campanas En las floridas mañanas De mí dorada ilusiónY eché a rodar por el mundo Mi afán de glorias y besos Y solo traigo al regreso Cansancio en el corazónNo se si era pecado Decirte mis ternuras Allí frente a la virgen Divina de JesúsLo cierto es que en el mundo Sendero de venturas Y por aquel sendero Tu amor era la luzHoy te dirá otro labio La cálida y pausada Palabra emocionada Que pide y jura amorEn tanto que mi alma Enferma, desahuciada Solloza en la ventana Del sueño evocadorMisa de once Yo ya no soy el de entonces Cuantas promesas galanas Cantaron graves campanas En las floridas mañanas De mí dorada ilusiónY eche a rodar por el mundo Mi afán de glorias y besos Y solo traigo al regreso Cansancio en el corazón|Entonces tú tenías dieciocho primaveras Yo veinte y el tesoro preciado de cantar En un colegio adusto vivías prisionera Y solo los domingos salías a pasear<>Del brazo de la abuela, llegabas a la misa Airosa y deslumbrante de gracia juvenil Y yo te saludaba con mi mejor sonrisa Que tú correspondías con ademán gentil<>Voces de bronce Llamando a misa de once Cuantas promesas galanas Cantaron graves campanas En las floridas mañanas De mí dorada ilusión<>Y eché a rodar por el mundo Mi afán de glorias y besos Y solo traigo al regreso Cansancio en el corazón<>No se si era pecado Decirte mis ternuras Allí frente a la virgen Divina de Jesús<>Lo cierto es que en el mundo Sendero de venturas Y por aquel sendero Tu amor era la luz<>Hoy te dirá otro labio La cálida y pausada Palabra emocionada Que pide y jura amor<>En tanto que mi alma Enferma, desahuciada Solloza en la ventana Del sueño evocador<>Misa de once Yo ya no soy el de entonces Cuantas promesas galanas Cantaron graves campanas En las floridas mañanas De mí dorada ilusión<>Y eche a rodar por el mundo Mi afán de glorias y besos Y solo traigo al regreso Cansancio en el corazón<>
814|Como Quiere La Madre A Sus Hijos|Carlos Gardel|Como quiere la madre a sus hijos Con la fe sacrosanta del alma Yo te amo, aunque sea un pecado Con todo el cariño de todas mis ansias Yo te siento allí en mis venas Y en mi mente te llevo grabada Como queda grabado el recuerdo Del ser más querido, que nunca se apartaYo deseo tan solo que sepas Que en mi vida no existe ya calma Que te quiero con todas mis ansias Con todo mi anhelo, con toda mi alma Que te quiero con todas mis ansias Con todo mi anhelo, con toda mi almaEs en vano, yo soy tu cautivo Desde cuando escuché tus palabras Que de noche no duermo y padezco Pensando en la gloria de alguna esperanzaYo no sé qué misterio insondable Encontré en tu divina mirada Que no puedo olvidarte un momento Que me hallo muy triste, que vivo sin calmaYo deseo tan solo que sepas Que en mi vida no existe ya calma Que te quiero con todas mis ansias Con todo mi anhelo, con toda mi alma Que te quiero con todas mis ansias Con todo mi anhelo, con toda mi almaTus promesas me tienen inquieto Y asediao de tanta nostalgia Tengo miedo y a veces deliro Que soy desdichado, que ya no me amasDesde entonces lo paso violento Por los celos que siempre me invaden Y la duda que más me consume Me postra, me mata, no puedo explicarmeYo deseo que sepas tan sólo Que soy tuyo y no soy para nadie Que yo quiero con toda mi alma Con todo mis nervios, con toda mi sangreEs inútil te adoro al extremo Que tu imagen en mí se ha hecho carne Que si paso un momento sin verte Me enfermo de hastío, me pongo muy grave|Como quiere la madre a sus hijos Con la fe sacrosanta del alma Yo te amo, aunque sea un pecado Con todo el cariño de todas mis ansias Yo te siento allí en mis venas Y en mi mente te llevo grabada Como queda grabado el recuerdo Del ser más querido, que nunca se aparta<>Yo deseo tan solo que sepas Que en mi vida no existe ya calma Que te quiero con todas mis ansias Con todo mi anhelo, con toda mi alma Que te quiero con todas mis ansias Con todo mi anhelo, con toda mi alma<>Es en vano, yo soy tu cautivo Desde cuando escuché tus palabras Que de noche no duermo y padezco Pensando en la gloria de alguna esperanza<>Yo no sé qué misterio insondable Encontré en tu divina mirada Que no puedo olvidarte un momento Que me hallo muy triste, que vivo sin calma<>Yo deseo tan solo que sepas Que en mi vida no existe ya calma Que te quiero con todas mis ansias Con todo mi anhelo, con toda mi alma Que te quiero con todas mis ansias Con todo mi anhelo, con toda mi alma<>Tus promesas me tienen inquieto Y asediao de tanta nostalgia Tengo miedo y a veces deliro Que soy desdichado, que ya no me amas<>Desde entonces lo paso violento Por los celos que siempre me invaden Y la duda que más me consume Me postra, me mata, no puedo explicarme<>Yo deseo que sepas tan sólo Que soy tuyo y no soy para nadie Que yo quiero con toda mi alma Con todo mis nervios, con toda mi sangre<>Es inútil te adoro al extremo Que tu imagen en mí se ha hecho carne Que si paso un momento sin verte Me enfermo de hastío, me pongo muy grave<>
815|Los ejes de mi carreta|Roberto Goyeneche|Porque no engraso los ejes Me llaman abandonao Si a mí me gusta que suenen Pa' qué los quiero engrasaosEs demasiado aburrido Seguir y seguir la huella Andar y andar los caminos Sin nada que me entretengaNo necesito silencio Yo no tengo en qué pensar Tenia... Pero hace tiempo ¡Ahura, ya no pienso más!¡Los ejes de mi carreta Nunca los voy a engrasar!|Porque no engraso los ejes Me llaman abandonao Si a mí me gusta que suenen Pa' qué los quiero engrasaos<>Es demasiado aburrido Seguir y seguir la huella Andar y andar los caminos Sin nada que me entretenga<>No necesito silencio Yo no tengo en qué pensar Tenia... Pero hace tiempo ¡Ahura, ya no pienso más!<>¡Los ejes de mi carreta Nunca los voy a engrasar!<>
816|Pa' Que Bailen Los Muchachos|Anibal Troilo|Pa' que bailen los muchachos via' tocarte, bandoneón. ¡La vida es una milonga! Bailen todos, compañeros, porque el baile es un abrazo: Bailen todos, compañeros, que este tango lleva el paso. Entre el lento ir y venir del tango va la frase dulce. Y ella baila en otros brazos, prendida, rendida, por otro amor.No te quejes, bandoneón, Que me duele el corazón. Quien por celos va sufriendo su cariño va diciendo.No te quejes, bandoneón, que esta noche toco yo. Pa' que bailen los muchachos hoy te toco, bandoneón. ¡La vida es una milonga!Ella fue como una madre, ella fue mi gran cariño... nos abrimos y no sabe que hoy la lloro como un niño... Quién la va a saber querer con tanto amor, como la quise. Pobre amiga, pobre piba, ¡qué ganas más locas de irte a buscar!Pa' que bailen los muchachos via' tocarte, bandoneón. ¡La vida es una milonga!|Pa' que bailen los muchachos via' tocarte, bandoneón. ¡La vida es una milonga! Bailen todos, compañeros, porque el baile es un abrazo: Bailen todos, compañeros, que este tango lleva el paso. Entre el lento ir y venir del tango va la frase dulce. Y ella baila en otros brazos, prendida, rendida, por otro amor.<>No te quejes, bandoneón, Que me duele el corazón. Quien por celos va sufriendo su cariño va diciendo.<>No te quejes, bandoneón, que esta noche toco yo. Pa' que bailen los muchachos hoy te toco, bandoneón. ¡La vida es una milonga!<>Ella fue como una madre, ella fue mi gran cariño... nos abrimos y no sabe que hoy la lloro como un niño... Quién la va a saber querer con tanto amor, como la quise. Pobre amiga, pobre piba, ¡qué ganas más locas de irte a buscar!<>Pa' que bailen los muchachos via' tocarte, bandoneón. ¡La vida es una milonga!<>
817|Descarte|Enrique Cadícamo|En dirección pa'l bulín, siempre por la misma calle, la del tembloroso talle y los labios de carmín, va palpitando su fin desde que está enferma y mal descarte del arrabal, que ya me parece verte, que te da espiante la muerte del lecho de un hospital...Abandonaste tu hogar en la flor de tus abriles, tus caprichos infantiles que quisiste realizar.Y hoy, va a la iglesia, a rezar arrodillada, tu vieja, le ruega a Dios, te proteja y te ordene regresar...Y encima tu "shacador" que no la va de manguero por cada giorno fulero... le da le da un amasijo flor.|En dirección pa'l bulín, siempre por la misma calle, la del tembloroso talle y los labios de carmín, va palpitando su fin desde que está enferma y mal descarte del arrabal, que ya me parece verte, que te da espiante la muerte del lecho de un hospital...<>Abandonaste tu hogar en la flor de tus abriles, tus caprichos infantiles que quisiste realizar.<>Y hoy, va a la iglesia, a rezar arrodillada, tu vieja, le ruega a Dios, te proteja y te ordene regresar...<>Y encima tu "shacador" que no la va de manguero por cada giorno fulero... le da le da un amasijo flor.<>
818|Y Qué Más|Enrique Cadícamo|A ver garzón, hacé el favor de servirme en el acto un café cortado que no esté recalentado, un vaso de agua, un escarbadientes, y el diario a ese cliente le pedís prestado.Entorná esa puerta, que no estoy dispuesto pa' quedar expuesto y pescar un constipado. Y de rebote, che garzón decí, si alguno de la barra preguntó por mi.Es fija que van a telefonear del 24-4262, cachás el tubo si no llego a estar, y que te dejen el encargue a vos. Si llega a preguntar una mujer, no te hagas lío como la otra vez, y pa' abreviar, pedile al lustrador un poco 'e nafta pa'l encendedor.Poné un poquito de atención y no metas la pata, conseguime un dato para el sábado en La Plata. Volvé enseguida y tené cuidado, al traerme el cortado que no tenga nata.Vas y le pedís porteñismo a la orquesta, nada americano, que se mande un buen tanguano. Y ahora, che ñato, para terminar, en vez de traer cortado traelo sin cortar.|A ver garzón, hacé el favor de servirme en el acto un café cortado que no esté recalentado, un vaso de agua, un escarbadientes, y el diario a ese cliente le pedís prestado.<>Entorná esa puerta, que no estoy dispuesto pa' quedar expuesto y pescar un constipado. Y de rebote, che garzón decí, si alguno de la barra preguntó por mi.<>Es fija que van a telefonear del 24-4262, cachás el tubo si no llego a estar, y que te dejen el encargue a vos. Si llega a preguntar una mujer, no te hagas lío como la otra vez, y pa' abreviar, pedile al lustrador un poco 'e nafta pa'l encendedor.<>Poné un poquito de atención y no metas la pata, conseguime un dato para el sábado en La Plata. Volvé enseguida y tené cuidado, al traerme el cortado que no tenga nata.<>Vas y le pedís porteñismo a la orquesta, nada americano, que se mande un buen tanguano. Y ahora, che ñato, para terminar, en vez de traer cortado traelo sin cortar.<>
819|¡chau!|Adriana Varela|Vos sos un tipo piola, Yo, una mina que se pasa yugando todo el día y que cose puntada tras puntada en el lungo vestido de la vida. Como buda que esperó bajo la higuera yo chapo con paciencia la tijera y corto el dobladillo a la existencia, que toca con nostalgia las veredas del barrio que sonríe su inocencia. Cuando el de las alturas se rechifle y entre en la dimensión desconocida, un incienso tendré por despedida y volaré en el globo de su chicle. Entonces diré ¡chau! y aunque te quiera esperame sentado, pero afuera.|Vos sos un tipo piola, Yo, una mina que se pasa yugando todo el día y que cose puntada tras puntada en el lungo vestido de la vida. Como buda que esperó bajo la higuera yo chapo con paciencia la tijera y corto el dobladillo a la existencia, que toca con nostalgia las veredas del barrio que sonríe su inocencia. Cuando el de las alturas se rechifle y entre en la dimensión desconocida, un incienso tendré por despedida y volaré en el globo de su chicle. Entonces diré ¡chau! y aunque te quiera esperame sentado, pero afuera.<>
820|Yuyo Verde|Edmundo Rivero|Callejón, callejón, Lejano, lejano. Íbamos perdidos de la mano Bajo un cielo de verano Soñando en vano.Un farol, un portón -Igual que en un tango- Y los dos perdidos de la mano Bajo el cielo de verano Que partió.Déjame que llore crudamente Con el llanto viejo adiós. Donde el callejón se pierde Brotó ese yuyo verde Del perdón.Déjame que llore y te recuerde -Trenzas que me anudan al portón- De tu país ya no se vuelve Ni con el yuyo verde Del perdón.¿Dónde estás? ¿dónde estás? ¿A dónde te has ido? ¿Dónde están las plumas de mi nido, La emoción de haber vivido Y aquel cariño?Un farol, un portón -Igual que un tango- Y este llanto mío entre mis manos Y ese cielo de verano Que partió.|Callejón, callejón, Lejano, lejano. Íbamos perdidos de la mano Bajo un cielo de verano Soñando en vano.<>Un farol, un portón -Igual que en un tango- Y los dos perdidos de la mano Bajo el cielo de verano Que partió.<>Déjame que llore crudamente Con el llanto viejo adiós. Donde el callejón se pierde Brotó ese yuyo verde Del perdón.<>Déjame que llore y te recuerde -Trenzas que me anudan al portón- De tu país ya no se vuelve Ni con el yuyo verde Del perdón.<>¿Dónde estás? ¿dónde estás? ¿A dónde te has ido? ¿Dónde están las plumas de mi nido, La emoción de haber vivido Y aquel cariño?<>Un farol, un portón -Igual que un tango- Y este llanto mío entre mis manos Y ese cielo de verano Que partió.<>
