song_name|artist|lyric|lyric_by_e|lang|lyric_length|eval|misogy_estr
Lo Intenté Todo|Alejandro Fernández|Lo intente todo Brindarte más, pedirte menos Y a tu modo Decir las cosas con cuidado y con arrojos Quise adorarte, quise cuidarteLo intente todo Hablar contigo y entenderte sin enojos Ser tu guarida, tu silencio y tu cerrojo Quise quererte y protegertePero no mas Me grita el alma enfurecida de aguantar Estar contigo es despedida sin final Te vas y no te vas, te das y no te das Lo intente todoLo intente todo Pero he perdido ya ese miedo de estar solo Para perder, lo que uno es Hay que estar loco, yo no estoy locoPero no mas Me grita el alma enfurecida de aguantar Estar contigo es despedida sin final Te das y no te das, te vas y no te vasPero no mas Me grita el alma enfurecida de aguantar Estar contigo es despedida sin final Te das y no te das, te vas y no te vas Lo intente todoPero no mas Me grita el alma enfurecida de aguantar Estar contigo es despedida sin final Te vas y no te vas, te das y no te das Lo intente todo|Lo intente todo Brindarte más, pedirte menos Y a tu modo Decir las cosas con cuidado y con arrojos Quise adorarte, quise cuidarte<>Lo intente todo Hablar contigo y entenderte sin enojos Ser tu guarida, tu silencio y tu cerrojo Quise quererte y protegerte<>Pero no mas Me grita el alma enfurecida de aguantar Estar contigo es despedida sin final Te vas y no te vas, te das y no te das Lo intente todo<>Lo intente todo Pero he perdido ya ese miedo de estar solo Para perder, lo que uno es Hay que estar loco, yo no estoy loco<>Pero no mas Me grita el alma enfurecida de aguantar Estar contigo es despedida sin final Te das y no te das, te vas y no te vas<>Pero no mas Me grita el alma enfurecida de aguantar Estar contigo es despedida sin final Te das y no te das, te vas y no te vas Lo intente todo<>Pero no mas Me grita el alma enfurecida de aguantar Estar contigo es despedida sin final Te vas y no te vas, te das y no te das Lo intente todo<>|es|930|[('active', 4.999115690588951), ('sexual_harassment', 3.0796384438872337), ('stereotype', 2.2407149896025658), ('dominance', 1.7722249031066895)]|('Pero no mas Me grita el alma enfurecida de aguantar Estar contigo es despedida sin final Te vas y no te vas, te das y no te das Lo intente todo', ('stereotype', 5.564738437533379), 0)
Hay amor|Alejandro Fernández|Recostado en la ojarasca, a la orillita del rio, todito mi amor te extraña, ahora que ya te has ido.Aqui sin tu amor me muero, solito y en el olvido, te quiero aunque ya no quiero, pa' que te habre conocido.Hay amor, si supieras, si supieras, cuantas noches he pasado, esperando que volvieras.Hay amor, quien se va no sufre tanto, sufre mas el que se queda, esperando, esperando.Los arboles y cocullos, supieron que te queria, la noche que fui tan tuyo, la noche que fuiste mia.Hay amor, si supieras, si supieras, cuantas noches he pasado, esperando que volvieras.Hay amor, quien se va no sufre tanto, sufre mas el que se queda, esperando, esperando.|Recostado en la ojarasca, a la orillita del rio, todito mi amor te extraña, ahora que ya te has ido.<>Aqui sin tu amor me muero, solito y en el olvido, te quiero aunque ya no quiero, pa' que te habre conocido.<>Hay amor, si supieras, si supieras, cuantas noches he pasado, esperando que volvieras.<>Hay amor, quien se va no sufre tanto, sufre mas el que se queda, esperando, esperando.<>Los arboles y cocullos, supieron que te queria, la noche que fui tan tuyo, la noche que fuiste mia.<>Hay amor, si supieras, si supieras, cuantas noches he pasado, esperando que volvieras.<>Hay amor, quien se va no sufre tanto, sufre mas el que se queda, esperando, esperando.<>|es|650|[('stereotype', 4.789290577173233), ('active', 4.579727351665497), ('sexual_harassment', 2.5048241019248962), ('passive', 1.6171904280781746)]|('Hay amor, quien se va no sufre tanto, sufre mas el que se queda, esperando, esperando.', ('stereotype', 39.38268423080444), 0)
Aquel Amor|Chavela Vargas|Aquel amor Que destrozó mi vida Aquel amor Que fue mi perdiciónDónde andará La prenda más querida Donde andará Aquel, aquel amorQuiera la virgen que El recuerdo de mis besos Con pasión bendiga Que me consagre tan siquiera Un pedacito de su corazónAquel amor Que destrozó mi vida Dónde andará La prenda más querida Donde andará Aquel, aquel amor|Aquel amor Que destrozó mi vida Aquel amor Que fue mi perdición<>Dónde andará La prenda más querida Donde andará Aquel, aquel amor<>Quiera la virgen que El recuerdo de mis besos Con pasión bendiga Que me consagre tan siquiera Un pedacito de su corazón<>Aquel amor Que destrozó mi vida Dónde andará La prenda más querida Donde andará Aquel, aquel amor<>|es|344|[('active', 3.4360289573669434), ('stereotype', 2.585747465491295), ('sexual_harassment', 1.8470216542482376), ('dominance', 1.2432505376636982)]|('Aquel amor Que destrozó mi vida Dónde andará La prenda más querida Donde andará Aquel, aquel amor', ('stereotype', 3.2599125057458878), 1)
¿Cómo Pagarte? (part. Carlos Rivera)|Yuri|Mi güera Cuánto te quiero Gracias mi amorGracias por estar aquí VámonosTanto busque, cuanto encontré Tanto perdí, cuanto gane Tantos amores y desamores no hicieron bien Dejándome el alma vacía Llegas a mí, para sanarme, para enseñarme como vivir Quitas mis miedos, solo te importa hacerme feliz Como nunca nadie lo hacía ¿Cómo he de pagarte, por tanto, amarme?Perdón, quisiera bajar las estrellas Para regalarte una de ellas Que brilla en tus noches y amaneceres Perdón, no sé si me alcancé la vida Para siempre ser el calor que calmen tus manos frías Y siempre cuidar tu sonrisaTanta bondad, cuanta verdad, tantos brazos fueron mi paz Pintas el cielo, eres el tiempo la tempestad Que vino a cambiar mi sequía ¿Y como he de pagarte por tanto amarme?Perdón, quisiera bajar las estrellas Para regalarte una de ellas Que brilla en tus noches y amaneceres Perdón, no sé si me alcancé la vida Para siempre ser el calor que calmen tus manos frías Y siempre cuidar tu sonrisa (perdón)¿Cómo he de pagarte? Perdón, quisiera bajar las estrellas Para regalarte una de ellas Que brille en tus noche y amaneceres Perdón, no sé si me alcance la vida Para siempre ser el calor que calme tus manos frías Y siempre cuidar tu sonrisa Y siempre cuidar tu sonrisaGracias Carlos Gracias, amigo, te quiero Gracias a ti El señor Carlos Rivera Yuri Ah, ja-jai|Mi güera Cuánto te quiero Gracias mi amor<>Gracias por estar aquí Vámonos<>Tanto busque, cuanto encontré Tanto perdí, cuanto gane Tantos amores y desamores no hicieron bien Dejándome el alma vacía Llegas a mí, para sanarme, para enseñarme como vivir Quitas mis miedos, solo te importa hacerme feliz Como nunca nadie lo hacía ¿Cómo he de pagarte, por tanto, amarme?<>Perdón, quisiera bajar las estrellas Para regalarte una de ellas Que brilla en tus noches y amaneceres Perdón, no sé si me alcancé la vida Para siempre ser el calor que calmen tus manos frías Y siempre cuidar tu sonrisa<>Tanta bondad, cuanta verdad, tantos brazos fueron mi paz Pintas el cielo, eres el tiempo la tempestad Que vino a cambiar mi sequía ¿Y como he de pagarte por tanto amarme?<>Perdón, quisiera bajar las estrellas Para regalarte una de ellas Que brilla en tus noches y amaneceres Perdón, no sé si me alcancé la vida Para siempre ser el calor que calmen tus manos frías Y siempre cuidar tu sonrisa (perdón)<>¿Cómo he de pagarte? Perdón, quisiera bajar las estrellas Para regalarte una de ellas Que brille en tus noche y amaneceres Perdón, no sé si me alcance la vida Para siempre ser el calor que calme tus manos frías Y siempre cuidar tu sonrisa Y siempre cuidar tu sonrisa<>Gracias Carlos Gracias, amigo, te quiero Gracias a ti El señor Carlos Rivera Yuri Ah, ja-jai<>|es|1335|[('active', 5.064787715673447), ('sexual_harassment', 2.073882892727852), ('dominance', 1.9996212795376778), ('stereotype', 1.8114956095814705)]|('Gracias Carlos Gracias, amigo, te quiero Gracias a ti El señor Carlos Rivera Yuri Ah, ja-jai', ('dominance', 2.3389944806694984), 3)
Las Parcelas De Mendoza|Sergio Vega|Mingo compro unas parcelas De un ranchito abandonado Con una matitas verdes Que no se comía el ganado Pero no se daba cuenta Que alguien lo había traicionadoUna avioneta volaba Sobre el cañón de la rosa Era un vuelo de rutina De ver como anda la cosa Desde el cielo divisaron Las parcelas de MendozaDicen que ya era muy tarde Cuando la siembra miraron Por eso inmediatamente A aptzingan regresaron Y un helicóptero verde Otro día les mandaronLa policía federal Al ver solas las parcelas Cerraron todos los puentes Caminos y carretearas Cortaron todas las luces El pueblo quedo en tinieblasLas torturas en tu cuerpo Nunca jamás se te olvidan La tabla el agua y la pila Son de las más conocidas Chile en polvo y minerales Se me escapaba la vidaLa confianza mata al hombre Dice un refrán muy sincero Por eso Mingo Mendoza Un tiempo fue prisionero No reviso las parcelas Cuando compro esos terrenos|Mingo compro unas parcelas De un ranchito abandonado Con una matitas verdes Que no se comía el ganado Pero no se daba cuenta Que alguien lo había traicionado<>Una avioneta volaba Sobre el cañón de la rosa Era un vuelo de rutina De ver como anda la cosa Desde el cielo divisaron Las parcelas de Mendoza<>Dicen que ya era muy tarde Cuando la siembra miraron Por eso inmediatamente A aptzingan regresaron Y un helicóptero verde Otro día les mandaron<>La policía federal Al ver solas las parcelas Cerraron todos los puentes Caminos y carretearas Cortaron todas las luces El pueblo quedo en tinieblas<>Las torturas en tu cuerpo Nunca jamás se te olvidan La tabla el agua y la pila Son de las más conocidas Chile en polvo y minerales Se me escapaba la vida<>La confianza mata al hombre Dice un refrán muy sincero Por eso Mingo Mendoza Un tiempo fue prisionero No reviso las parcelas Cuando compro esos terrenos<>|es|894|[('stereotype', 2.610054425895214), ('active', 2.1001124754548073), ('passive', 1.8859095871448517), ('sexual_harassment', 1.5493309125304222)]|('La confianza mata al hombre Dice un refrán muy sincero Por eso Mingo Mendoza Un tiempo fue prisionero No reviso las parcelas Cuando compro esos terrenos', ('stereotype', 41.44800901412964), 0)
Solamente Tú|Torbellino|Tu tienes algo que no tiene nadie Una atractivo que está conmigo muy comprometido Si algun día vuelves a buscarme Solo recuerda que si regresas vas a adorarmePorque solamente tu me haces volar, tocar el cielo Y volve a girar, caerme al mar, volver a entrar En el delirio y la profundidad de la emoción del corazón, En la conciencia de la seducción, hasta llegar a esa pasión, A ese sentido de la sinrazón, a eso que yo si le llamo amor..Me has hecho mucho daño, si tu regresas Yo no me aguanto porque te extraño, te juro que eres un cobarde Pero asi y todo yo no lo entiendo pero te quieroSolamente tu, solamente tuAmor uuoohhhh solamente tu|Tu tienes algo que no tiene nadie Una atractivo que está conmigo muy comprometido Si algun día vuelves a buscarme Solo recuerda que si regresas vas a adorarme<>Porque solamente tu me haces volar, tocar el cielo Y volve a girar, caerme al mar, volver a entrar En el delirio y la profundidad de la emoción del corazón, En la conciencia de la seducción, hasta llegar a esa pasión, A ese sentido de la sinrazón, a eso que yo si le llamo amor..<>Me has hecho mucho daño, si tu regresas Yo no me aguanto porque te extraño, te juro que eres un cobarde Pero asi y todo yo no lo entiendo pero te quiero<>Solamente tu, solamente tu<>Amor uuoohhhh solamente tu<>|es|641|[('active', 8.125882595777512), ('stereotype', 3.152358904480934), ('sexual_harassment', 3.1205326318740845), ('dominance', 1.8115732818841934)]|('Amor uuoohhhh solamente tu', ('stereotype', 4.174994304776192), 0)
La Despedida|Ana Gabriel|Dicen que no se siente la despedida  dile a quien te lo dijo, que se despida  al decir sus adioses a quien se adora  sabrá lo que se sufre lo que se llora ¡Ah! de los corazones, que se separan  no haber latido nunca mejor desearan  cuanta duda y tormenta crueles aquejan  a los seres que se aman, cuando se alejan Dicen que no se siente la despedida  dile a quien te lo dijo que eso es mentira  mentira ingrata de un ser que se adora  si hasta se quiere, y hasta se añora Cuál de los dos amantes sufre más pena  el que se va o el que se queda  el que se queda se queda llorando  y el que se va, se va suspirando|Dicen que no se siente la despedida  dile a quien te lo dijo, que se despida  al decir sus adioses a quien se adora  sabrá lo que se sufre lo que se llora <>¡Ah! de los corazones, que se separan  no haber latido nunca mejor desearan  cuanta duda y tormenta crueles aquejan  a los seres que se aman, cuando se alejan <>Dicen que no se siente la despedida  dile a quien te lo dijo que eso es mentira  mentira ingrata de un ser que se adora  si hasta se quiere, y hasta se añora <>Cuál de los dos amantes sufre más pena  el que se va o el que se queda  el que se queda se queda llorando  y el que se va, se va suspirando<>|es|611|[('stereotype', 29.11067306995392), ('passive', 10.676109790802002), ('active', 8.177106082439423), ('discredit', 3.6143098026514053)]|('Cuál de los dos amantes sufre más pena  el que se va o el que se queda  el que se queda se queda llorando  y el que se va, se va suspirando', ('stereotype', 61.936891078948975), 2)
No tiene edad|Liberacion|No tiene edad, no tiene edad, para amarme y no esta bien, que salgamos solos los dos.Tal vez querra, tal vez querra, esperarse que sea mayor, y pueda darme todo su amor.(CHORUS) Deja que siga este amor tan romantico, Deja que llegue el dia sonado, Mas ahora no,No tiene edad, no tiene edad, para amarme y no esta bien, que salgamos solos los dos.(CHORUS)(CHORUS)No tiene edad, no tiene edad, para amarme y no esta bien, que salgamos solos los dos.Tal vez querra, tal vez querra, esperarse que sea mayor, y pueda darme todo su amor.Doug Shannon|No tiene edad, no tiene edad, para amarme y no esta bien, que salgamos solos los dos.<>Tal vez querra, tal vez querra, esperarse que sea mayor, y pueda darme todo su amor.<>(CHORUS) Deja que siga este amor tan romantico, Deja que llegue el dia sonado, Mas ahora no,<>No tiene edad, no tiene edad, para amarme y no esta bien, que salgamos solos los dos.<>(CHORUS)<>(CHORUS)<>No tiene edad, no tiene edad, para amarme y no esta bien, que salgamos solos los dos.<>Tal vez querra, tal vez querra, esperarse que sea mayor, y pueda darme todo su amor.<>Doug Shannon<>|es|543|[('active', 4.214419052004814), ('stereotype', 3.419719636440277), ('sexual_harassment', 2.177730016410351), ('dominance', 1.3680917210876942)]|('Doug Shannon', ('stereotype', 5.988844484090805), 0)
Adiós Lucrecia|Pedro Infante|Cuando me vaya para venecia        adios lucrecia te escribire, te escribir ibim, bom bam¡ tira de la vela, tira de la vela, de la vela estoy tirando al son de la mandolina adios catalina mia, noches de cabaret.   Cuando regrese yo e venecia que tal lucrecia        como te fue, como te fue ibim, bom ,bam¡¡¡Abre la botella, abre la botella la botella estoy abriendo al son de la mandolina adios catalina mia, noches de cabaret.Santos dumont, santos dumont invento un globo que pensaba dirigir con aire solo sentado en su silla estaba pa' tomar la direccion y cuando mas alto estaba su papa le pregunto: hey dumont bajas o no, ¡no no y no¡Baja dumont, baja dumon que aqui te espera la comision que ha de llevarte a la antequera.Que se vaya donde quiera que no me pienso bajar que me pienso dirigir hacia el peñon de gibraltar.Yo me voy pa' venecia para bailar con lucrecia, mira que yo no voy a la antequera. bis...|Cuando me vaya para venecia        adios lucrecia te escribire, te escribir ibim, bom bam¡ tira de la vela, tira de la vela, de la vela estoy tirando al son de la mandolina adios catalina mia, noches de cabaret.   Cuando regrese yo e venecia que tal lucrecia        como te fue, como te fue ibim, bom ,bam¡¡¡<>Abre la botella, abre la botella la botella estoy abriendo al son de la mandolina adios catalina mia, noches de cabaret.<>Santos dumont, santos dumont invento un globo que pensaba dirigir con aire solo sentado en su silla estaba pa' tomar la direccion y cuando mas alto estaba su papa le pregunto: hey dumont bajas o no, ¡no no y no¡<>Baja dumont, baja dumon que aqui te espera la comision que ha de llevarte a la antequera.<>Que se vaya donde quiera que no me pienso bajar que me pienso dirigir hacia el peñon de gibraltar.<>Yo me voy pa' venecia para bailar con lucrecia, mira que yo no voy a la antequera. bis...<>|es|915|[('active', 2.963457629084587), ('stereotype', 2.473514899611473), ('dominance', 1.741374284029007), ('sexual_harassment', 1.7068173736333847)]|"(""Yo me voy pa' venecia para bailar con lucrecia, mira que yo no voy a la antequera. bis..."", ('stereotype', 2.394416928291321), 0)"
Hay Otra En Tu Lugar|Alejandro Fernández|El eco de tu adios, se escucha todavia Mi vida sin tu amor, parece una mentira, No se si fue un error las cosas asi son pero es muy tarde ya hace tiempo que entrege my corazón...(coro) Hay otra en tu lugar perdoname mi amor         ya no podia seguir llorando por tu adios, hay otra en tu lugar no se si es lo mejor pero me hace sentir muy serquita de dios... Hay otra aqui en mi vida pero tu te llevaste mi amor..Hay otra en tu lugar tu me dejaste solo queriendote olvidar casi me vuelvo loco. No se si fue un error las cosas asi son pero es muy tarde ya hace tiempo que entrege my corazón...Hay otra en tu lugar perdoname mi amor ya no podia seguir llorando por tu adios...   Hay otra en tu lugar no se si es lo mejor pero me hace sentir muy serquita de dios... hay otra aqui en mi vida pero tu te llevaste mi amor, grande fue la herida y pude continuar no es facil olvidar un gran amor tu recuerdo va conmigo aqui en mi corazón espero un dia amar igual..Hay otra en tu lugar perdoname mi amor ya no podia seguir llorando por tu adios hay otra en tu lugar no se si es lo mejor pero me hace sentir muy serquita de dios hay otra aqui en mi vida pero tu te llevaste mi amor|El eco de tu adios, se escucha todavia Mi vida sin tu amor, parece una mentira, No se si fue un error las cosas asi son pero es muy tarde ya hace tiempo que entrege my corazón...<>(coro) Hay otra en tu lugar perdoname mi amor         ya no podia seguir llorando por tu adios, hay otra en tu lugar no se si es lo mejor pero me hace sentir muy serquita de dios... Hay otra aqui en mi vida pero tu te llevaste mi amor..<>Hay otra en tu lugar tu me dejaste solo queriendote olvidar casi me vuelvo loco. No se si fue un error las cosas asi son pero es muy tarde ya hace tiempo que entrege my corazón...<>Hay otra en tu lugar perdoname mi amor ya no podia seguir llorando por tu adios...   Hay otra en tu lugar no se si es lo mejor pero me hace sentir muy serquita de dios... hay otra aqui en mi vida pero tu te llevaste mi amor, grande fue la herida y pude continuar no es facil olvidar un gran amor tu recuerdo va conmigo aqui en mi corazón espero un dia amar igual..<>Hay otra en tu lugar perdoname mi amor ya no podia seguir llorando por tu adios hay otra en tu lugar no se si es lo mejor pero me hace sentir muy serquita de dios hay otra aqui en mi vida pero tu te llevaste mi amor<>|es|1172|[('active', 10.190461575984955), ('sexual_harassment', 3.353911265730858), ('dominance', 2.303311601281166), ('stereotype', 2.1986138075590134)]|('Hay otra en tu lugar perdoname mi amor ya no podia seguir llorando por tu adios hay otra en tu lugar no se si es lo mejor pero me hace sentir muy serquita de dios hay otra aqui en mi vida pero tu te llevaste mi amor', ('stereotype', 16.88631772994995), 0)
Cuando Los Años Pasen|Vicente Fernández|Yo se que nunca nunca Viviras la vida como yo quisiera Yo se que no eres mala Pero no te importa lo que yo te quieraEs triste despedirse Cuando se ha querido Corazon a corazon Pero el amor se acaba Aunque se quiera mucho Y desgraciadamente Tu maldito orgullo Destrozo mi amorCuando los años pasen Y mi dolor se acabe Te juro por mi madre Que con mucho gusto te recordare En los momentos grandes Que sin querer me diste Ya pasara la vida Pero yo mi vida no te olvidaréCuando los años pasen Y sin querer te encuentro No vayas a mirarme Con el odio infame De la desesperacion Por que el amor de mi alma Se lo entregue a tus ojos Y aunque quisiera odiarte Seguiras viviendo en mi corazonTe juro por mi madre Que con mucho gusto te recordaréYa pasará la vida Pero yo mi vida no te olvidaréCuando los años pasen Y sin querer te encuentro No vayas a mirarme Con el odio infame De la desesperacion Por que el amor de mi alma Yo se lo entregue a tus ojos Y aunke quisiera odiarte Seguirás viviendo En mi corazon|Yo se que nunca nunca Viviras la vida como yo quisiera Yo se que no eres mala Pero no te importa lo que yo te quiera<>Es triste despedirse Cuando se ha querido Corazon a corazon Pero el amor se acaba Aunque se quiera mucho Y desgraciadamente Tu maldito orgullo Destrozo mi amor<>Cuando los años pasen Y mi dolor se acabe Te juro por mi madre Que con mucho gusto te recordare En los momentos grandes Que sin querer me diste Ya pasara la vida Pero yo mi vida no te olvidaré<>Cuando los años pasen Y sin querer te encuentro No vayas a mirarme Con el odio infame De la desesperacion Por que el amor de mi alma Se lo entregue a tus ojos Y aunque quisiera odiarte Seguiras viviendo en mi corazon<>Te juro por mi madre Que con mucho gusto te recordaré<>Ya pasará la vida Pero yo mi vida no te olvidaré<>Cuando los años pasen Y sin querer te encuentro No vayas a mirarme Con el odio infame De la desesperacion Por que el amor de mi alma Yo se lo entregue a tus ojos Y aunke quisiera odiarte Seguirás viviendo En mi corazon<>|es|1002|[('active', 14.675453305244446), ('sexual_harassment', 8.394069224596024), ('stereotype', 5.863941088318825), ('dominance', 2.4374328553676605)]|('Cuando los años pasen Y sin querer te encuentro No vayas a mirarme Con el odio infame De la desesperacion Por que el amor de mi alma Yo se lo entregue a tus ojos Y aunke quisiera odiarte Seguirás viviendo En mi corazon', ('sexual_harassment', 51.77818536758423), 2)
Siempre Tú|Ana Gabriel|Cómo quisiera tener un espacio en mi mente y no estés tu dejarte un momento por fuera de mis pensamientos y siempre túY es que no puedo seguir así cambiaste el esquema de mi existir entraste con todo en mi vida y me perdiCómo olvidar esas noches y esa ciudad Cómo olvidar tu perfume y tu mirarLlevo mil noches de insomnio sólo pensar y pensar y es que contigo el amor es irracional dime que hiciste conmigo ya no te puedo olvidar cómo resuelvo el dilema, si tú no estás cómo controlo mis penas vuelve, no puedo másComo quisisera mirarme por dentro un segundo y no estés tú borrar mi memoria negarte la entrada a mi mente y siempre tuY es que te di lo mejor de mi amarte por siempre era mi ilusión y ahora me muero de a poco por este amorCómo olvidar esas noches y esa ciudad Cómo olvidar tu perfume y tu mirarLlevo mil noches de insomnio sólo pensar y pensar y es que contigo el amor es irracional dime que hiciste conmigo ya no te puedo olvidar cómo resuelvo el dilema, si tú no estásLlevo mil noches de insomnio sólo pensar y pensar y es que contigo el amor es irracional dime que hiciste conmigo ya no te puedo olvidar cómo resuelvo el dilema, si tú no estásAh! ah! ah! Y es que contigo el amor es irracionalDime que hiciste conmigo ya no te puedo olvidar cómo resuelvo el dilema, si tú no estás Llevo mil noches de insomnio sólo pensar y pensar y es que contigo el amor es irracional|Cómo quisiera tener un espacio en mi mente y no estés tu dejarte un momento por fuera de mis pensamientos y siempre tú<>Y es que no puedo seguir así cambiaste el esquema de mi existir entraste con todo en mi vida y me perdi<>Cómo olvidar esas noches y esa ciudad Cómo olvidar tu perfume y tu mirar<>Llevo mil noches de insomnio sólo pensar y pensar y es que contigo el amor es irracional dime que hiciste conmigo ya no te puedo olvidar cómo resuelvo el dilema, si tú no estás cómo controlo mis penas vuelve, no puedo más<>Como quisisera mirarme por dentro un segundo y no estés tú borrar mi memoria negarte la entrada a mi mente y siempre tu<>Y es que te di lo mejor de mi amarte por siempre era mi ilusión y ahora me muero de a poco por este amor<>Cómo olvidar esas noches y esa ciudad Cómo olvidar tu perfume y tu mirar<>Llevo mil noches de insomnio sólo pensar y pensar y es que contigo el amor es irracional dime que hiciste conmigo ya no te puedo olvidar cómo resuelvo el dilema, si tú no estás<>Llevo mil noches de insomnio sólo pensar y pensar y es que contigo el amor es irracional dime que hiciste conmigo ya no te puedo olvidar cómo resuelvo el dilema, si tú no estás<>Ah! ah! ah! Y es que contigo el amor es irracional<>Dime que hiciste conmigo ya no te puedo olvidar cómo resuelvo el dilema, si tú no estás Llevo mil noches de insomnio sólo pensar y pensar y es que contigo el amor es irracional<>|es|1387|[('active', 4.320388659834862), ('stereotype', 2.3878179490566254), ('sexual_harassment', 1.6168028116226196), ('dominance', 1.5418708324432373)]|('Dime que hiciste conmigo ya no te puedo olvidar cómo resuelvo el dilema, si tú no estás Llevo mil noches de insomnio sólo pensar y pensar y es que contigo el amor es irracional', ('stereotype', 6.932653486728668), 1)
La Reina|Ana Gabriel|Ya una vez me dejaste Y hoy de nuevo te echaste a volar Ahora no pienso detenerte Pero no vuelvas jamás Tu te sientes muy seguro Que conmigo prefieres jugar No te olvides que el valiente vive Hasta que el cobarde quiere Y ya me canse de rogarTú seras el rey Que todo lo puede Pero se te olvido que yo soy la reina Y mientras la reina no muera El rey se queda fueraTú no quisiste ya el trono Preferiste rodar y rodar No digas que nadie te comprende Que a ti, mi amor te daba igual Tu me dijiste lo mismo Que tu destino seguía estando allá Te agradezco no vuelvas nunca nunca Que ya no soy la misma Te puedes quedar por alláTú seras el rey Que todo lo puede Pero se te olvido que yo soy la reina Y mientras la reina no muera El rey se queda afueraTú seras muy rey Pero yo soy la reina|Ya una vez me dejaste Y hoy de nuevo te echaste a volar Ahora no pienso detenerte Pero no vuelvas jamás Tu te sientes muy seguro Que conmigo prefieres jugar No te olvides que el valiente vive Hasta que el cobarde quiere Y ya me canse de rogar<>Tú seras el rey Que todo lo puede Pero se te olvido que yo soy la reina Y mientras la reina no muera El rey se queda fuera<>Tú no quisiste ya el trono Preferiste rodar y rodar No digas que nadie te comprende Que a ti, mi amor te daba igual Tu me dijiste lo mismo Que tu destino seguía estando allá Te agradezco no vuelvas nunca nunca Que ya no soy la misma Te puedes quedar por allá<>Tú seras el rey Que todo lo puede Pero se te olvido que yo soy la reina Y mientras la reina no muera El rey se queda afuera<>Tú seras muy rey Pero yo soy la reina<>|es|782|[('active', 7.376592606306076), ('stereotype', 4.175327345728874), ('sexual_harassment', 2.0813822746276855), ('discredit', 1.8202930688858032)]|('Tú seras muy rey Pero yo soy la reina', ('stereotype', 15.317019820213318), 0)
Vuelve A Mi|Alejandro Fernández|Nadie como ese ser que yo amé alguna vez, hoy simplemente forma parte de mi ayer, mas hoy yo siento sus caricias en mi piel, asi.Nadie, con esos ojos que me miran desde lejos, con esa musa que entidiaba mi tristeza, con esa boca de ternura tan audas, porque?.Vuelve a mi, que solo y triste me quedé sin ti, y vivo sin hayar a quien querer,  escuchame, mi amor (bis).Nadie, con esos ojos que me miran desde lejos, con esa musa que entidiaba mi tristeza, con esa boca de ternura tan audas, porque?.Vuelve a mi que solo y triste me quede sin ti.  y vivo sin hayar a quien querer,  escuchame, mi amor Vuelve a mi que solo y triste me quede sin ti.  uy vivo sin hayar a quien querer,  vuelve mi amor.|Nadie como ese ser que yo amé alguna vez, hoy simplemente forma parte de mi ayer, mas hoy yo siento sus caricias en mi piel, asi.<>Nadie, con esos ojos que me miran desde lejos, con esa musa que entidiaba mi tristeza, con esa boca de ternura tan audas, porque?.<>Vuelve a mi, que solo y triste me quedé sin ti, y vivo sin hayar a quien querer,  escuchame, mi amor (bis).<>Nadie, con esos ojos que me miran desde lejos, con esa musa que entidiaba mi tristeza, con esa boca de ternura tan audas, porque?.<>Vuelve a mi que solo y triste me quede sin ti.  y vivo sin hayar a quien querer,  escuchame, mi amor <>Vuelve a mi que solo y triste me quede sin ti.  uy vivo sin hayar a quien querer,  vuelve mi amor.<>|es|695|[('active', 3.2044678926467896), ('stereotype', 2.4910805746912956), ('sexual_harassment', 2.0258793607354164), ('dominance', 1.5815451741218567)]|('Vuelve a mi que solo y triste me quede sin ti.  uy vivo sin hayar a quien querer,  vuelve mi amor.', ('stereotype', 8.291343599557877), 0)
El Crucifijo de Piedra|Miguel Aceves Mejía|Cuando la estaba queriendo Cuando la estaba sintiendo Todita mía la vi partir Me juró que regresaba Pero todo era mentira Porque ya su alma no era de míEn la noche silenciosa Nos miramos frente a frente Sin hablar Ella me dijo de pronto Que olvidara su cariño Que no me quería engañarFue bajo del crucifijo De la torre de una iglesia Cuando la luna nos alumbró Yo la estreché entre mis brazos Con ganas de detenerla Pero el orgullo me lo impidióYa solo frente a la iglesia Y llorando ante el Cristo Fui a implorar Al contemplar mi tristeza El crucifijo de piedra También se puso a llorar|Cuando la estaba queriendo Cuando la estaba sintiendo Todita mía la vi partir Me juró que regresaba Pero todo era mentira Porque ya su alma no era de mí<>En la noche silenciosa Nos miramos frente a frente Sin hablar Ella me dijo de pronto Que olvidara su cariño Que no me quería engañar<>Fue bajo del crucifijo De la torre de una iglesia Cuando la luna nos alumbró Yo la estreché entre mis brazos Con ganas de detenerla Pero el orgullo me lo impidió<>Ya solo frente a la iglesia Y llorando ante el Cristo Fui a implorar Al contemplar mi tristeza El crucifijo de piedra También se puso a llorar<>|es|587|[('active', 32.6493114233017), ('stereotype', 18.199028074741364), ('sexual_harassment', 10.340020805597305), ('dominance', 3.0814923346042633)]|('Ya solo frente a la iglesia Y llorando ante el Cristo Fui a implorar Al contemplar mi tristeza El crucifijo de piedra También se puso a llorar', ('stereotype', 2.9566358774900436), 1)
